Job,Generation,IdeaID,Description,Mechanism,NPV,CAPEX,ROI,Likelihood,Score,Timestamp
5gen x 20ideas,4,corridor_microfarm_network_v3_offspring,"Hybrid network of tamper-proof micro-farms installed in under-used indoor corridors of transit hubs, hospitals and high-rise residential lobbies. Each pod grows leafy greens and herbs under LED lights and has a slim digital screen on the outside. Revenue comes from 1) produce subscriptions for commuters, staff and residents (pick-up via QR lock on the pod), 2) programmatic advertising on the screens, and 3) sponsorship by health-conscious CPG brands. Building owners provide space in exchange for a share of ad income and sustainability credits; the operator leases pods rather than owning them, using an equipment-as-a-service partner to cut upfront capex. Field maintenance is crowdsourced to certified gig-workers already servicing vending machines in the same properties.","",0.00,4.00,0.00,0.40,1.230,N/A
5gen x 20ideas,4,heat_harvest_parking_farms_wildcard,"Convert partially vacant underground parking garages into climate-controlled mushroom and insect farms warmed by co-located micro-data-center racks. Cloud providers rent the racks for edge computing; their waste heat keeps the farm at optimal growth temperatures, cutting HVAC costs. Output is premium gourmet mushrooms and insect protein meal sold to local restaurants and pet-food makers. Garage owners earn more per square foot than parking fees while meeting ESG goals, and municipalities support the retrofit with green loans aimed at reducing urban heat islands.","",0.00,8.00,0.00,0.30,0.489,N/A
5gen x 20ideas,5,N/A,"","",0.00,4.00,0.00,0.40,1.230,N/A
5gen x 20ideas,5,N/A,"","",0.00,5.00,0.00,0.35,0.980,N/A
5gen x 20ideas,5,N/A,"","",0.00,8.00,0.00,0.30,0.489,N/A
5gen x 20ideas,5,N/A,"","",0.00,10.00,0.00,0.25,0.221,N/A
5gen x 20ideas,5,N/A,"","",0.00,20.00,0.00,0.45,-0.041,N/A
5gen x 20ideas,6,heat_harvest_pod_network_v1,"A plug-and-play network of micro vertical-farm pods clipped onto existing city buildings’ service rooms and parking garages. Each pod mates with a small edge-compute cabinet; servers pay rent and their waste heat keeps the farm at optimal temperature, cutting energy costs 35-40%. Property owners contribute unused space and receive a share of produce for tenants plus a slice of server rent. Revenue stack: (1) leafy-green & herb subscriptions to residents and local restaurants, (2) edge-compute hosting fees from telecom/cloud partners, (3) dynamic digital ads on pick-up lockers. Modular leasing means low upfront spend; pods are financed by an equipment-leasing SPV that keeps assets off balance sheet for operators. Timing advantage: rapid 5G/AI demand for edge servers and new carbon-neutral mandates push both cities and cloud players to co-site heat-recycling solutions now.","",0.00,3.00,0.00,0.35,0.056,N/A
5gen x 20ideas,6,solar_span_greenway_farms,"Transform underused urban rail and highway easements into long, skinny greenhouse tunnels topped with bifacial solar panels. The arched roofs grow high-value greens and mushrooms inside while generating renewable electricity above. Produce is distributed via neighborhood CSA lockers placed along the corridor; excess power is sold under community-solar PPAs, giving local households bill credits. Partnerships: city transit/highway agencies (provide rights-of-way on 30-year leases), community energy co-ops (anchor offtakers for solar), and food-rescue NGOs (buy 2nd-grade produce). Financing blends green bonds (backed by solar PPAs) and concessionary urban-ag grants, keeping farming capex low.","",0.00,15.00,0.00,0.45,-0.266,N/A
5gen x 20ideas,7,N/A,"","",0.00,3.00,0.00,0.35,0.056,N/A
5gen x 20ideas,7,N/A,"","",0.00,5.00,0.00,0.50,0.035,N/A
5gen x 20ideas,7,N/A,"","",0.00,8.00,0.00,0.40,-0.085,N/A
5gen x 20ideas,7,N/A,"","",0.00,15.00,0.00,0.45,-0.266,N/A
5gen x 20ideas,7,N/A,"","",0.00,4.00,0.00,0.30,-0.269,N/A
5gen x 20ideas,8,edge_agri_energy_pod_offspring,"Deploy a network of modular ‘Agri-Energy PODs’ on the flat rooftops of mid-rise commercial buildings. Each POD is a 40-ft container that houses: (1) hydroponic grow racks, (2) a micro-edge data-center rack whose waste heat keeps the farm at ideal temperatures, and (3) a lightweight solar canopy that powers both farm and servers. Building owners lease unused roof space; a cloud provider co-locates servers; a produce subscription service pre-buys the greens. A single special-purpose vehicle signs all three parties on a 5-year revenue-share contract, aggregates carbon credits, and finances PODs through green asset leasing—cutting upfront capital for every player.","",0.00,12.00,0.00,0.35,-0.362,N/A
5gen x 20ideas,8,bioloop_microgrid_farm_wildcard,"Convert under-used supermarket parking-lot corners into compact ‘BioLoop Hubs’ that turn food waste into energy and fresh produce. Each hub contains a sealed anaerobic digester that accepts grocery & restaurant scraps, producing biogas for a small CHP generator. The generator’s electricity powers an on-site aquaponic greenhouse; its heat warms fish tanks and seedlings. Nutrient-rich effluent feeds vertical grow towers, and CO₂ from combustion is piped back to the greenhouse to accelerate growth. Supermarkets sign take-back agreements for the greens and fish, closing the loop and cutting their waste-hauling fees. Surplus power is fed into a parking-lot EV charging station, creating an extra revenue line.","",0.00,15.00,0.00,0.40,-0.466,N/A
5gen x 20ideas,9,transit_canopy_farm_advertising_swap,"Build modular hydroponic farms on the wide roof canopies of urban bus depots and light-rail stations. Transit agencies contribute air-rights and water access. An outdoor-media company funds the steel canopy upgrade in exchange for exclusive digital ad panels facing the street, while the farm operator installs lightweight grow tunnels on the unused roof surface. Commuters subscribe to weekly produce pick-up lockers located on the platform, and nearby cafés commit to offtake contracts. Excess heat from the station’s traction-power rooms is recycled through glycol loops to the tunnels, trimming energy use. Municipalities fast-track permits because the project upgrades passenger amenities and generates new ad tax revenue.","",0.00,6.00,0.00,0.55,0.045,N/A
5gen x 20ideas,9,retail_rooftop_circular_farm_v2,"Convert big-box store roofs into plug-and-play ‘Circular Farm Decks’. Prefab hydroponic racks clip onto existing HVAC rails. Waste heat from in-store refrigeration compressors is ducted upward to warm the grow area; CO₂-rich exhaust air is scrubbed and fed to the plants, boosting yield. A micro solar canopy powers supplemental LED lighting, and a scaled-down digester in the loading dock turns back-of-store food waste into nutrient solution. Shoppers subscribe to a ‘harvest today, buy today’ produce club accessed via the store’s app. The installer takes a cut of subscription revenue and leases the farm equipment to the retailer on an energy-savings-share model, eliminating upfront spend for the store.","",0.00,8.00,0.00,0.50,-0.072,N/A
5gen x 20ideas,9,edge_agri_energy_pod_offspring,"Deploy a network of modular ‘Agri-Energy PODs’ on the flat rooftops of mid-rise commercial buildings. Each POD is a 40-ft container that houses: (1) hydroponic grow racks, (2) a micro-edge data-center rack whose waste heat keeps the farm at ideal temperatures, and (3) a lightweight solar canopy that powers both farm and servers. Building owners lease unused roof space; a cloud provider co-locates servers; a produce subscription service pre-buys the greens. A single special-purpose vehicle signs all three parties on a 5-year revenue-share contract, aggregates carbon credits, and finances PODs through green asset leasing—cutting upfront capital for every player.","",0.00,12.00,0.00,0.35,-0.362,N/A
5gen x 20ideas,9,bioloop_microgrid_farm_wildcard,"Convert under-used supermarket parking-lot corners into compact ‘BioLoop Hubs’ that turn food waste into energy and fresh produce. Each hub contains a sealed anaerobic digester that accepts grocery & restaurant scraps, producing biogas for a small CHP generator. The generator’s electricity powers an on-site aquaponic greenhouse; its heat warms fish tanks and seedlings. Nutrient-rich effluent feeds vertical grow towers, and CO₂ from combustion is piped back to the greenhouse to accelerate growth. Supermarkets sign take-back agreements for the greens and fish produced, while surplus power is fed into a parking-lot EV charging station, creating an extra revenue line.","",0.00,15.00,0.00,0.40,-0.466,N/A
5gen x 20ideas,9,triloop_edge_bio_pod_v1,"Install a three-part micro-utility on under-used supermarket parking lots: (1) a sealed food-waste digester in a 20-ft container, (2) a 20-ft micro edge-data-center container stacked on top, and (3) a lightweight rooftop greenhouse bridging the two. The digester earns tipping fees from nearby restaurants and fuels a small CHP set; the servers rent compute capacity to cloud providers. Heat from both units keeps the greenhouse at ideal temperatures. The supermarket buys all greens and fish produced, while surplus power flows to branded EV chargers at the store entrance. A single SPV signs five-year offtake contracts for waste, compute, and produce, financing the system through equipment leases and green bonds so capex for each host site is near zero.","",0.00,18.00,0.00,0.30,-0.595,N/A
4gen x 25ideas,1,garage_grow_hub_02,"Convert underused levels in city parking garages into stacked LED micro-farms. Partner with garage operators whose utilization is falling due to ride-hailing and e-bikes; they provide space and power hookups in exchange for a fixed rent plus parking validation credits for delivery vans. Leveraging nighttime off-peak electricity rates and existing freight elevators keeps capex low. Delivery apps want hyper-local supply for 15-minute grocery promises, giving the farms guaranteed demand right now.","",0.00,2.00,0.00,0.40,0.354,N/A
4gen x 25ideas,1,living_wall_offsets_05,"Offer corporations a lease model for indoor ‘living wall’ vegetable farms that double as carbon-offset statements and employee snack stations. Partner with office fit-out firms who bundle the walls into renovation budgets, spreading capex. Produce is automatically harvested into vending fridges, and excess goes to nearby food banks, qualifying for tax credits. Post-pandemic office redesigns happening now create a timing edge.","",0.00,0.80,0.00,0.45,0.340,N/A
4gen x 25ideas,1,roofshare_harvest_01,"Partner with apartment and office building owners to convert idle rooftops into modular hydroponic farms. The farm operator installs lightweight, snap-together systems at no cost to the landlord, shares produce revenue 60/40, and offers residents discounted veggie subscriptions. Building owners gain a green amenity that lifts property value; the operator gains dozens of growing sites without buying land. City governments eager to cut heat-island effects fast-track permits, making 2025 the perfect entry window.","",0.00,3.00,0.00,0.35,0.209,N/A
4gen x 25ideas,1,mall_reboot_farmlets_04,"Install plug-and-play ‘farmlet’ kiosks in vacant retail units of struggling urban malls. Landlords provide short-term, revenue-linked leases instead of fixed rent, viewing green activity as a traffic driver. Local chefs lease individual farmlets to grow specialty herbs on-site, paying a monthly fee plus sales commission to the operator. Crowdfunding platforms finance equipment, giving neighborhood investors a tangible, visitable asset. Mall REITs’ urgency to fill space creates negotiation leverage today.","",0.00,1.50,0.00,0.25,0.000,N/A
4gen x 25ideas,1,datacenter_heat_farm_03,"Co-locate vertical farms inside or adjacent to urban edge data centers, capturing server waste heat and CO₂ to warm and feed plants. Data center operators face ESG pressure; they provide discounted space and heat exchange infrastructure, while the farm operator shoulders grow racks and labor. Oversized solar roofs already on these facilities offset power for LEDs. Demand for low-carbon salads from corporate cafeterias near tech campuses creates an immediate sales channel.","",0.00,5.00,0.00,0.30,-0.026,N/A
4gen x 25ideas,2,mesh_farm_network_v1,"Create a single operator that installs interchangeable hydroponic ""farm cassettes"" in three host locations—parking‐garage floors, flat rooftops, and corporate lobby/lunch areas. Each host signs a revenue-share lease (garage: 15-year, roof: 10-year, office: 5-year) in exchange for ESG branding, rent, or amenity value. A central software platform balances crop planning and energy use: daytime solar from rooftop arrays powers nighttime LED grows in garages, while lobby walls provide steady micro-harvests for office snack fridges. Delivery apps pre-buy 70 % of output for 15-minute grocery zones; the rest moves through office vending and resident subscriptions. Because modules are standard size, relocation risk is minimal and expansion is fast—plug in more cassettes as hosts sign up.","",0.00,1.70,0.00,0.45,0.632,N/A
4gen x 25ideas,2,brew_heat_greens_v1,"Dock insulated 40-ft containers retrofitted as vertical farms onto the back lots of urban craft breweries. The brewery pipes low-grade waste heat and CO₂-rich exhaust directly into the farm, slashing energy and fertilizer costs. In return, the brewer gets a fixed rent discount on city utilities and a co-branded ""beer-to-greens"" sustainability label that boosts taproom traffic. Produce goes to nearby restaurants, the brewery’s own kitchen, and a weekly farmers’ market stall that piggybacks on brewery events. Carbon credits from CO₂ capture add an extra revenue layer.","",0.00,1.10,0.00,0.50,0.471,N/A
4gen x 25ideas,2,garage_grow_hub_02,"Convert underused levels in city parking garages into stacked LED micro-farms. Partner with garage operators whose utilization is falling due to ride-hailing and e-bikes; they provide space and power hookups in exchange for a fixed rent plus parking validation credits for delivery vans. Leveraging nighttime off-peak electricity rates and existing freight elevators keeps capex low. Delivery apps want hyper-local supply for 15-minute grocery promises, giving the farms guaranteed demand right now.","",0.00,2.00,0.00,0.40,0.356,N/A
4gen x 25ideas,2,living_wall_offsets_05,"Offer corporations a lease model for indoor ‘living wall’ vegetable farms that double as carbon-offset statements and employee snack stations. Partner with office fit-out firms who bundle the walls into renovation budgets, spreading capex. Produce is automatically harvested into vending fridges, and excess goes to nearby food banks, qualifying for tax credits. Post-pandemic office redesigns happening now create a timing edge.","",0.00,0.80,0.00,0.45,0.339,N/A
4gen x 25ideas,2,roofshare_harvest_01,"Partner with apartment and office building owners to convert idle rooftops into modular hydroponic farms. The farm operator installs lightweight, snap-together systems at no cost to the landlord, shares produce revenue 60/40, and offers residents discounted veggie subscriptions. Building owners gain a green amenity that lifts property value; the operator gains dozens of growing sites without buying land. City governments eager to cut heat-island effects fast-track permits, making 2025 the perfect entry window.","",0.00,3.00,0.00,0.35,0.210,N/A
3gen x 33ideas,1,subscription_balcony_farms_v1,"Offer renters and condo owners plug-in balcony farming kits (self-watering planters + LED strip) bundled with a monthly maintenance and harvest service performed by trained gig-economy gardeners. Property managers partner to pre-approve installations, adding an eco-amenity that differentiates their buildings at no cost.","",0.00,0.30,0.00,0.55,0.169,N/A
3gen x 33ideas,1,grocery_backroom_microfarm_v1,"Install fridge-sized vertical farming towers in the unused backrooms of urban grocery stores. The farm operator maintains the units; the grocer supplies electricity and water and gets first pick of hyper-fresh greens harvested daily in-store. This cuts shrink, boosts margins, and markets ""grown here"" produce to shoppers.","",0.00,0.70,0.00,0.60,0.166,N/A
3gen x 33ideas,1,modular_parking_farmlets_v1,"Convert the top levels of under-utilized parking garages into stackable container farms. Parking operators contribute space and existing utilities; the farming firm supplies plug-and-play vertical grow modules. As car ownership declines and cities phase out combustion vehicles, garages seek new income streams—this model monetizes their real estate without full redevelopment.","",0.00,2.50,0.00,0.50,0.007,N/A
3gen x 33ideas,1,rooftop_revenue_share_v1,"Partner with owners of mid-rise apartment and office buildings to install lightweight hydroponic farms on unused rooftops. The farming company finances and operates the system; the landlord provides the space and water access in exchange for a cut of produce sales and a ""green building"" marketing boost. Residents and nearby restaurants subscribe to weekly harvest boxes delivered by elevator, eliminating distribution costs. Rapid post-pandemic demand for outdoor amenities and ESG-driven property upgrades makes landlords eager today.","",0.00,4.00,0.00,0.45,-0.110,N/A
3gen x 33ideas,1,waste_heat_greenhouses_v1,"Build greenhouse pods that latch onto the exterior of data centers and large industrial facilities, channeling their waste heat and filtered CO₂ exhaust to turbo-charge plant growth. Facility owners pay nothing upfront and gain a cooling efficiency rebate plus sustainability PR; the farming company sells premium produce to nearby urban markets year-round.","",0.00,6.50,0.00,0.35,-0.248,N/A
3gen x 33ideas,2,roofshare_hybrid_farm_v2,"Lease lightweight, pre-fabricated vertical-farm pods that are craned onto the flat roofs of mid-rise apartment blocks that also house a ground-floor supermarket or café. The landlord supplies unused roof space and utilities; a farm-as-a-service operator installs the pods on a three-year lease, runs them with gig-economy gardeners, and handles sales. Residents subscribe to weekly salad kits harvested upstairs, while the supermarket downstairs gets first call on surplus at a discount that still beats wholesale prices. The landlord earns a revenue share and markets the building as a green amenity, boosting occupancy and retail footfall. Because the pods are leased, upfront capital is minimal and they can be relocated if the building is sold.","",0.00,0.60,0.00,0.58,0.276,N/A
3gen x 33ideas,2,grocery_backroom_microfarm_v1,"Install fridge-sized vertical farming towers in the unused backrooms of urban grocery stores. The farm operator maintains the units; the grocer supplies electricity and water and gets first pick of hyper-fresh greens harvested daily in-store. This cuts shrink, boosts margins, and markets ""grown here"" produce to shoppers.","",0.00,0.70,0.00,0.60,0.171,N/A
3gen x 33ideas,2,subscription_balcony_farms_v1,"Offer renters and condo owners plug-in balcony farming kits (self-watering planters + LED strip) bundled with a monthly maintenance and harvest service performed by trained gig-economy gardeners. Property managers partner to pre-approve installations, adding an eco-amenity that differentiates their buildings at no cost.","",0.00,0.30,0.00,0.55,0.160,N/A
3gen x 33ideas,2,datacenter_heatloop_aquaponics_v1,"Partner with urban data-center operators to build compact aquaponic farms that siphon their waste heat and CO₂-rich exhaust air. The warm water cools servers while housing tilapia; the nutrient-rich effluent then feeds vertical hydroponic racks of leafy greens in the same building shell. The farm company installs and runs the system; the data center contributes space in under-utilized loading bays, pays nothing upfront, and in return cuts its cooling bill and gains green PR. Produce and fish are sold on multi-year contracts to nearby corporate cafeterias and meal-kit companies that prize low-carbon sourcing.","",0.00,2.00,0.00,0.50,0.136,N/A
3gen x 33ideas,2,modular_parking_farmlets_v1,"Convert the top levels of under-utilized parking garages into stackable container farms. Parking operators contribute space and existing utilities; the farming firm supplies plug-and-play vertical grow modules. As car ownership declines and cities phase out combustion vehicles, garages seek new income streams—this model monetizes their real estate without full redevelopment.","",0.00,2.50,0.00,0.50,0.004,N/A
2gen x 50ideas,1,lobby_microgreens_sub_01,"Install eye-catching vertical microgreen towers in office lobbies and co-working spaces. Employees subscribe via an app for a daily or weekly portion harvested on their way out. Building owners pay nothing upfront, but share a slice of subscription revenue and gain a sustainability amenity.","",0.00,0.75,0.00,0.40,0.214,N/A
2gen x 50ideas,1,grocery_rooftop_share_01,"Partner with supermarket chains to convert their flat rooftops into soil-less farms. The farming company finances and runs the setup; the store provides the roof and in-store display space. Shoppers can buy ‘picked-today’ produce or join a weekly basket program at checkout.","",0.00,4.00,0.00,0.35,-0.050,N/A
2gen x 50ideas,1,balcony_farm_kits_collective_01,"Provide residents of high-rise apartments with free smart planter boxes that fit balconies. In exchange, they agree to let the company harvest a share of the herbs and cherry tomatoes grown. A courier route collects produce twice a week, aggregates it, and sells branded ‘City Homegrown Mix’ to local eateries.","",0.00,1.50,0.00,0.25,-0.065,N/A
2gen x 50ideas,1,parking_pod_farms_01,"Turn the sunny, unused top floors of city parking garages into plug-and-play hydroponic farms. The farm operator signs revenue-share deals with garage owners, installs lightweight farming pods, and sells fresh greens directly to nearby restaurants and food delivery apps.","",0.00,2.50,0.00,0.28,-0.086,N/A
2gen x 50ideas,1,waste_heat_aquaponics_01,"Set up compact aquaponic farms inside or beside data centers and district heating plants, using their waste heat and CO₂-rich air. The partner utility provides space, warm water, and heat exchange in return for ESG credits and a revenue share. The farm raises fish and vegetables in a closed loop.","",0.00,6.00,0.00,0.22,-0.329,N/A
2gen x 50ideas,2,N/A,"","",0.00,0.75,0.00,0.40,0.214,N/A
2gen x 50ideas,2,N/A,"","",0.00,2.50,0.00,0.30,0.117,N/A
2gen x 50ideas,2,N/A,"","",0.00,4.00,0.00,0.35,-0.050,N/A
2gen x 50ideas,2,N/A,"","",0.00,1.50,0.00,0.25,-0.065,N/A
2gen x 50ideas,2,N/A,"","",0.00,6.00,0.00,0.25,-0.267,N/A
2gen x 50ideas,3,hub_crop_share_v1,"OFFSPRING: A network of modular plug-and-play vertical farming racks installed in under-utilized spaces of large commercial buildings (lobbies, atriums, rooftop mechanical rooms). The operator supplies the racks, seeds and remote IoT control; the building owner supplies the space and electricity in exchange for a revenue share and ESG reporting benefits. Produce is pre-sold via micro-subscriptions to employees/tenants and via just-in-time supply contracts to the building’s cafeteria or nearby restaurants. A servicing route team harvests multiple buildings daily using e-cargo bikes. Capex is funded by a green-bond marketplace where impact-minded investors buy notes backed by the subscription cash-flows, reducing operator cash needs.","",0.00,3.00,0.00,0.35,0.336,N/A
2gen x 50ideas,3,window_algae_eco_film,"WILDCARDS: Install transparent micro-algae bioreactor films on high-rise windows, turning the façade into a protein micro-farm. The film passively circulates nutrient solution and harvests algae paste weekly via the building’s maintenance cradle. The operator sells the high-value spirulina to urban juice bars and cosmetic manufacturers while the building enjoys reduced solar heat gain (lower HVAC costs) and earns carbon-sink credits. Up-front costs are covered by an energy-service-contract (ESCO) model: savings on electricity plus a share of algae revenue repay installation over 5–7 years.","",0.00,1.50,0.00,0.25,0.240,N/A
2gen x 50ideas,4,N/A,"","",0.00,1.20,0.00,0.45,0.771,N/A
2gen x 50ideas,4,N/A,"","",0.00,3.00,0.00,0.35,0.336,N/A
2gen x 50ideas,4,N/A,"","",0.00,1.50,0.00,0.25,0.240,N/A
2gen x 50ideas,4,N/A,"","",0.00,2.20,0.00,0.30,0.076,N/A
2gen x 50ideas,4,N/A,"","",0.00,4.50,0.00,0.28,-0.079,N/A
2gen x 50ideas,5,subterra_shiitake_loop,"WILDCARDS – Turn idle subway service corridors and storm-drain inspection tunnels into climate-controlled mushroom farms. Partner with transit authorities that want extra rental income and better air filtration: the farm’s fresh-air exchange captures tunnel dust and CO₂ while the network’s waste heat keeps the grow rooms at ideal temperatures. Prefab rack modules slide in without structural changes, and spent mushroom substrate is cycled to rooftop community gardens, closing the nutrient loop.","",0.00,0.80,0.00,0.32,0.136,N/A
2gen x 50ideas,5,circul8_farm_hub_v1,"OFFSPRING – A franchise-style network of ‘circular farming hubs’ that bolt onto supermarkets, corporate campuses, and high-rise residential basements. Each hub marries three proven micro-technologies: (1) black-soldier-fly pods that turn the host’s food waste into protein meal and organic fertiliser, (2) vertical hydroponic racks growing salad greens for on-site retail and employee subscription boxes, and (3) slim algae panels fixed to façades that absorb building CO₂ and yield high-value spirulina powder. The operator installs and services the modular units; the host supplies space, utilities, and a guaranteed waste stream, in exchange for rent credits and ESG reporting rights.","",0.00,2.50,0.00,0.38,0.109,N/A
2gen x 50ideas,6,metro_circushiitake_hub_v2,"A plug-and-play ‘circular food pod’ that slots into unused subway mezzanines or underground parking niches. Inside, coffee-ground-fed gourmet mushrooms grow on rolling racks while overhead NFT channels raise leafy greens using the spent mushroom water. At the back end, a compact black-soldier-fly bin turns the pod’s post-harvest waste—and food scraps from station vendors—into protein meal sold to nearby pet-food makers. Riders buy fresh produce and farm-to-go snacks from an automated kiosk at platform level, and transit agencies get a revenue share plus improved air-quality metrics for ESG reports.","",0.00,1.20,0.00,0.35,0.217,N/A
2gen x 50ideas,6,subterra_shiitake_loop,"WILDCARDS – Turn idle subway service corridors and storm-drain inspection tunnels into climate-controlled mushroom farms. Partner with transit authorities that want extra rental income and better air filtration: the farm’s fresh-air exchange captures tunnel dust and CO₂ while the network’s waste heat keeps the grow rooms at ideal temperatures. Prefab rack modules slide in without structural changes, and spent mushroom substrate is cycled to rooftop community gardens, closing the nutrient loop.","",0.00,0.80,0.00,0.32,0.136,N/A
2gen x 50ideas,6,circul8_farm_hub_v1,"OFFSPRING – A franchise-style network of ‘circular farming hubs’ that bolt onto supermarkets, corporate campuses, and high-rise residential basements. Each hub marries three proven micro-technologies: (1) black-soldier-fly pods that turn the host’s food waste into protein meal and organic fertiliser, (2) vertical hydroponic racks growing salad greens for on-site retail and employee subscription boxes, and (3) slim algae panels fixed to façades that absorb building CO₂ and yield high-value spirulina powder. The operator installs and services the modular units; the host supplies space, utilities, and a guaranteed waste stream, in exchange for rent credits and ESG reporting rights.","",0.00,2.50,0.00,0.38,0.109,N/A
2gen x 50ideas,6,façade_flux_farm_v1,"A vertical ‘living curtain-wall’ retrofit for office towers that pairs slim algae glass panels on the sunny façade with climate-controlled mushroom columns on the shaded interior side of the same frame. Daytime, the algae panels harvest CO₂ and waste heat from HVAC exhaust; night-time, that stored heat and filtered CO₂ are piped indoors to turbo-charge shiitake and oyster production. Tenants subscribe to weekly mushroom and spirulina deliveries for employee perks, while building owners earn green-building credits and a share of crop profits.","",0.00,3.00,0.00,0.28,-0.067,N/A
2gen x 50ideas,6,coolstream_aquaponic_datacenter,"WILDCARD – Convert urban edge-computing datacenter rooftops into fish-powered greenhouse farms. Servers generate steady 30-35 °C waste-heat water that is routed through insulated tanks raising tilapia. The nutrient-rich, warm effluent then feeds an attached hydroponic greenhouse growing tomatoes and herbs year-round, before returning cooled to the servers, trimming the facility’s cooling bill. Fish and produce are pre-sold via subscription to nearby restaurants under ‘hyper-local zero-emission’ branding, and the datacenter receives utility rebates for reduced grid cooling load.","",0.00,4.00,0.00,0.30,-0.097,N/A
